1,TTTTTBTTTTBTTBBTTTBBTBTBBBBTBBTBBBBBBBBBTBBTTTBBBBBTBTTTTTTTTBTBTBBBTBTBBBTBBBBBBTBBBBBBBBBBTBBBBTBBBBBBBTBTBBBBBBBBTBTBBBBTBTTTT,0
2,TTTTTTTTBBTTBTTBTTBTBBBBBBTBBBBBBTTBBBTBTBBBBBBTTTTTTTTBTBBBTBBBBBBBBBBBTBTBBTTBBBBBT,0
3,TTTBTTTTTBBBTBTTBBTBBBTBBBBBBBBBTBTBBTBBBBBTTBBBBBTBBTTTTTTTBTTTTBTTTBBBBTBBBBTBBBBTBTBBBTTBTTTTTB,0
4,TTTTTTTBTTTTBBTBTBBBTTTBBBTBBBBBBBBBBBBTBBBBTTBBBBBBBBBBTBBBBTBBBTTTBBBBBBTBBTTBTBBTTTBBTTBBBBTBBBBBBBBBBBBBBTBBBBBBBTBBTBBTTBBBBTBBBBBBBTBBBBBBBBTBBBBTT,0
5,TTTBTBTBTBBTTBBTTBTTBBBBTBBTBTBBTTBBBBTTTBBBTBBBBTTTTTBTBTBTTBTBBTBBBBBTBBBTBTTBBBBBBTBBBTTBBTBTBTTBB,0
6,TTTTTTBTBTTBBTTBBBTBTBBBBBBBTBBBBBTBBTTBTTBTBBTBBBTTTTTTTTTBBTBBBBTTBTBTBBBBBBBBTBTBTTBBTT,0
7,BTTBBTBBBTTTBTBTBBBBTTTBBBTBBBTTBBTBTBBBBBBBBBBTTBBTBBTBBBBBTBBTBTBBBBBBBTBTBBBTBTBBTBTTTTTBTBTTBBBBTBBTBBBTBTBBBBBBBBBBBBBBBTBTBBTBTTTBTTTBTT,0
8,TBBBBBBTBBTTBBBTBBTTTBBBTTBBTBBTTBBBTBBBBBBBTBBTBTTTBTBBBTTBBTBTBTTBTTTTBBTBTBBTBTTTBBBBTBBTBT,0
9,TTTTTTTTTTBTTTTTBTBTBBBTBBTBTBBBBTBBBTBBTBTTBBBBBTTTBTTBTBTTBBTTTTBBTTTTBBBBBTBTBBBTTBTTTTTBTTBBBBTBTBTBTBBBBBTT,0
10,TTTBTTBTTTBTBBTTTTBBBTTTBBBBBBBTBTBBBBBBTTBBTBBTTBTTBTBTTBBTTTTBBBTTBBBBBBTBBBBBBBBTBBBBBTBTTTTTBBBTBBBTBTBTT,0
11,TTTBTTBTTTBTTBTTTTBTBBTBBBBTBTBBTTBTBTBTTBBTTTBBTTBBTBBBTBTTBTBTTTTTTTTBTTBTTBBBBTTTTBT,0
12,TTBTTBTTTTTTBBTBTTBBTBBBBBBBBBBBBTBBBTBBTTTTTBTTBTTBTBTTBTTBTBBBBBTTBBBBBBBBBBBBTTTTTBTBTBBBTBBBTBT,0
13,TTTTTTBTTBTBBBBBTBBBTTBBTTBBBBBBBBBBBBBTBBBBTBTBTTBBTTTBBTBBTTBBTTBTTBBBTBBBBBTBBTBTBTBTTTBTBTTBBBBTBBBBBTTTBTTBTTBB,0
14,TTTTTTTTTBTTTBBTBBTTBTBBBTBBBTBBBTBBBTBTTBBBBBTBTTBTTBBTBTBTTTBTBBTTBBBTTBTBTBBTTTTTBBTTTTBTTBBTTBBBTTTBTTT,0
15,TTTBTBTTTBBTTTTTTBBTBBBBTBBBTTTTTBBBBBBBTBBTBBBTBTBBTBTBTBBTTTTTTTBBBBBTBBBBBBBTTTBTTB,0
16,TTTTTTBTTTTBTBBTBBTTBBBTBTTTBTTBBBBBBTBBTBTTBBTBTTBBTTBBTTBBBTBTTBBTBBBBBTTTTTTTBBBBBBTBBTTTT,0
17,TTTTTTTTBBTTTTTTTTTTTTTTTTTBTTTTTTTTTTTTTBBTBTTTBBBBBBTTTBBBTBTTBBBBBTBBTTTBBTBBBTTBBTTTTTBTTTTTTTTTTBBBBBTBBTTBTTTBBB,0
18,TTTTTTTTTTBBTTTTTTTTTTTBBTTTTTTTTTTBTTTTTBBBBBBTTTBTBTTBBTBTBTTBBTBBTTBBBBBTTBTBBTTBTTBTTTBBTBBTT,0
19,TTTTTTTTBTBTTTTTTTTTTTTTTBBBTTTTTTBTTTTTTBTBTTBBTBBBBBBBBBTBTTBTBTTBBTBTTBBBTTBBBTBTBTTTTBTTTTTTTTB,0
20,TTTTTBTTTTTTTTTTTTTTTTTTTTTTTBTBTTTTBTBBTBTBBBTTBTBBTBBBTTTBTTBTBBBTBTBBTBTBTBBBTTBTBBTBBTBBBBBTTBTTBTTTTTBBBBBTBBBBBBBBB,0
21,TTTTTTTTTTTTBTBTTTTTTTTTTTTTBBTTTTTBTTTTBBBBTTBBTBTBTBBTBTBBBTBBBBBTTTBTBBTTBBBBTBTBBBBBBTBBBBTBBTTBTTTTTTBTTBTBTBBTT,0
22,TTTTTTTTTTTBBTTTTTTTTTTBBTTTTTBTTTTTTBTTTBTTBBBTBTBBTBTBBTBBBTTTBBBBBTTBBTBTBBBTBTBTTTTTBBTTTTTTTBBBTTBBBBBBBTT,0
23,TTTTTTTTTTTTBTTBTTTTTTTTTBTBTTTTTTTTTTTBBTTTBBTTBTBBBTBTTBBTBBBTTBBBBBBBBBBBTTBBTBTBBTBTBBTBTTTTBTTTTBBBBBBBBTBBTBBBT,0
24,TTTTTTTTTTTTTTTTTTBBTTTTTTTTTTTTBTBBTTTTTTTTTTBBBBBTBBBBBBTTBTBBBTBBBBTTBBTBBBBBTBTBBBBTTBBBTBBBBTTBBTBTTTBTBBBTBTTTTBBBBBTBBBBBTTTBTBBBBBBBBBBBBBBBBTBTBBTTB,0
25,TTTTTTTTTTTTTTTTBTBTTTTTTTTTTBBTBTTTBBBBTBBBTBBTBTBBBBBBTBBBTTBTBTTTTTTTBTTT,0
26,TTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTBTBTTBTBBTTTTBTBTTTTBTTTBTBTBTTBTBTBBBBTBBBBTBBTBTTTBBBTBBTBBTBBBBBBTBBBBBBBBBBBTTBBTBBBBTTTTT,0
27,TTTTTTTTTTTTTTTTTTTTTTTTTTTTTBTBBBTTTTTTTTTBBTBBTTTTTTBBBBTTTBTTBBBBBTBBBTTBBBTBBTTTBBBTTTT,0
28,TTTTTTTTTTTTTTTTTTTTTTTTTTTTTTBTTTTTTBBTBBBTBTTTTTTTBTTBBTTBBTTTTTTBTBBBBTBBBBTTTBBTBTTBBBBBTBBBTBBBBBBTBTTTBBTTTT,0
29,TTTTTTTTTTTTTTTBTBTTTTBBBBTBTTBTTBTTTTTBTBTBTBTTTTTBBBTTBTBTBTBBTBBTBTTBBTBBBBBTBBTBBBBTBBBTTTBTBTTTTTTTTBTTBTBTTT,0
30,TTTTTTTTTTTTTTTTTTTTTTTTTTTBTTTTBBTBBBBTBTTTTTTTTBBTTBTTTTBTTBBBTBBBBBTBTBTBTBBTBTBBBTBTBBBBTBBBBBBBBBTBBBBBTTTTTBTBBTTTTTTTBTBTBTTTT,0
31,TTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTBBTBTBTTTTTTTBBBTTTTBTBBBBBBTBTBTTBBBBBBBBBTTBBBTBBTBBBTTBTTBBBTTTTTTTTTTTBBTBB,0
32,TTTTTTTTTTTTTTTTTTTTTTTTTBTBTTBTTTTTTTTBBTBBTTTTBTBBBTTBTTBTBBBBBBBTTBBTBBBTBBBTBBBBBBTBBTTBBTTTTTTTTTTTBTBTTBTT,0
33,TTTTTTTTTBTTBBBBBTBBBTTTBBBBBTBTBTBBTBBTTTTTTTBBTTBBBBBBBTBBBBBTTBBBBBBBTTBBBBBTBBTTBTTTTBBBTTTTBTBTBBBTTTTTTBBTTTBBTTTBBBTT,0
34,TTTBTBTBBBBTTTBBBBBBBTTTBBBBBBBBTBTTTTTTBTBBBBTBBTBTBTBBBBBBTBBTBTBTBBTTBBTTBBTTB,0
35,TTBTTTTTTTBTBBBTBBTTBBBBBTTBTBBBTTTTTTBBBBBTBBBBTBBBBTBBBTBBBTBTTBTBBTBTBBTTBTTTTTTBTTBTTTT,0
36,TTTBTBTTTTBBTBBTTTBBBTBBTTTTTTTTBBTTBBTBBBBBBBBTBBTBBBTTTTBBBTTTTBTTTBTTTTT,0
37,TTTTBTTTTBBBTBBBTTBBBBBBBBBBBBTBBBBBTBBBBBBBBBBBBTTTBTTBTBTBBBTBBBBBBBTBBBBBBBBTTBTBBBTBBBTBBBBBBTBBBBBBBBBBTBBBBBBBBTBTBBBTBBBBBBBBBBBBBBBBBBBBBBBBTBBBBBBTBBBBBBTTTBBBTBTBBBBBBBBBTBBBB,0
38,TTTTTTTTBTTBTBBBTBTBBBBTTBBBBBBBBBBBBBBTBBBBBBTBBBBBBBBBBBBBBBBBBTBBTTTTBTTBBBBBBBBBBBBBBBBTBBBBBBTBTBTBBBBBBTBBTTBBBBBBBTBBTBTBBBBTTBTBBTBBBBBBBTBTTTTBTB,0
39,TTTTTTBBTBTTBBTTTBBBBBTBTBBBBBTTTTTTTBTTTBTBBBBTBBBBBBTTBBBTBTTTBBBTTBTBBTBBTBBTBBTTTBTTBTTTBTT,0
40,TTTTBTBBBBBBBBBTBTTBTTBBTBTTBBBTBBBBBTTBTTTTBBBBBBBTBBBBTTBBBBTBBBBTBBBTBBBBBTTBBBTBBBBBBBTBTBBTTBBTTBBBBBBBBBBBBBBBBTBBTBBTBBTBBBBBBBBTBBBBBBBTBBBBBBBBBBBBBBBBBTBBBTBBTBBBBBTTBBBBT,0
41,TTTTBTBTBBBTBBBBBBTTTBBBBBBBBTBTBTBTBTBTBBBTBBBBTTBBTBBBBTBBBBTBBBTBBBBBBTBTTBTBBTTBBTTBTBBBBTTBBBBBBBBBBTTTBBBBTBBTBTTBBBBBBTBTBTBTBTTTTTBBTBBT,0
