attr1,attr2,attr3,class
0.47013545089010433,0.4239324580114907,0.34677092705500673,1
0.46342668583283864,0.42570385649770215,0.3493550764970158,2
0.45825397253019295,0.4259384906228353,0.3478714170665631,0
0.4628237705572107,0.4391563226501469,0.35933970380366553,1
0.4579983196564048,0.4342268535215842,0.3499164631188091,2
0.4528809989729683,0.4116214635927232,0.3286707210999237,0
0.4532964319848197,0.42104706824374993,0.34170286622511603,1
0.45418056774805815,0.43292472905641854,0.35119517033326275,2
0.4569799655528167,0.43517173787960584,0.35980307218019913,0
0.45653683623136077,0.4320939907176088,0.35847089493954176,1
0.45522448364935975,0.4443479121267704,0.3628283128483796,2
0.45833706145900677,0.46575686941765804,0.3875181035295866,0
0.44604014427113525,0.47501759712657654,0.38630176990347986,1
0.4516751684217124,0.48447702431646067,0.39445298712715804,2
0.45349030033594306,0.4906811432288206,0.39947871346519204,0
0.4582262762205884,0.49161546128951283,0.4039096465783917,1
0.468735751987725,0.49329595845648133,0.40287375604571785,2
0.4870852550338073,0.4863118378989876,0.40156385595542265,0
0.5143101806608988,0.4838386491426867,0.4045178133914452,1
0.5522192805119925,0.478469498550536,0.41054601149577585,2
0.5962896169478245,0.4756771164365686,0.4154937769300445,0
0.4997699089239255,0.4009043007738604,0.33281204517674723,1
0.428887951177071,0.4095456737983537,0.3455501355661602,2
0.5123160870821295,0.4643279147598617,0.4498986371413517,0
0.32279403256080985,0.3361066930343587,0.26991022138117343,1
0.4727622905659973,0.456599721430622,0.4131658116763661,2
0.3414055803841358,0.3554800193856643,0.3226759356803022,0
0.4913227031616786,0.4987327541263469,0.49762525151422743,1
0.40103027945285585,0.4293438853345184,0.3968544615035303,2
0.5144486622089218,0.4930444159473092,0.4939762506359068,0
0.6913968422624329,0.6456952748868705,0.620098468167068,1
0.5411835864945862,0.49761664496872793,0.5115952689268338,2
0.5237267398109803,0.5533628023191656,0.43880683606987003,0
0.5462710821726358,0.5717468554762626,0.469475818773612,1
0.4766993483120001,0.5143371093428956,0.40998463095565063,2
0.5575709554791769,0.5810350636373289,0.5079061716105286,0
0.46107893794877397,0.4232729387014986,0.34995655955679383,1
0.4633968608274518,0.43156341947633714,0.3605203927728593,2
0.4608850695976505,0.4336328671839971,0.35586446834717067,0
0.4627406874445057,0.4211295096001938,0.3408919791682675,1
0.45358404437588573,0.41410310654104354,0.3331996724583831,2
0.45041607394702954,0.4301429190105601,0.343266724613206,0
0.4577277542799232,0.43676557525029003,0.3507964075172799,1
0.47347811977582577,0.44757362784683674,0.3831317247171113,2
0.47296042212479394,0.46726826543189837,0.41190269177733096,0
0.45423808906304963,0.47740835029721307,0.3956269923430764,1
0.45847553719092093,0.4971727392945201,0.4064603833356917,2
0.46387621287385894,0.49928235162774703,0.4094410636214797,0
0.45778314689913246,0.49494052675006195,0.4023168272866642,1
0.46485834425249584,0.48571996366671033,0.3994742616841205,2
0.49647411787428397,0.48375620778624273,0.40625543111969264,0
0.5249730504787519,0.4807883766620581,0.41196061358460623,1
0.5566335557925116,0.46929543640868143,0.4014702955729025,2
0.5852390104277245,0.46369587590201755,0.39021141283287075,0
0.6454218872639923,0.5006838258333955,0.4226759350721353,1
0.4415640844679515,0.39753061649572485,0.3340417463094051,2
0.3614573072263568,0.39472132022693895,0.31057052122650874,0
0.4400301672252225,0.46603166816835817,0.3423110330381695,1
0.46384425335658097,0.4670759080376422,0.3861257785911184,2
0.3683258524216858,0.40708728132078187,0.32667246132060584,0
0.40358255079917293,0.40942306781634297,0.37772951271345656,1
0.49960586557818887,0.5246061365061511,0.49600124542832635,2
0.1233015043295346,0.14435192974348296,0.12896032527096524,0
0.17415091094453464,0.19824001726986565,0.19620619946882584,1
0.3676547665360461,0.3686471204900795,0.383880238185613,2
0.42427128113008206,0.3954632808933748,0.38841587329734806,0
0.7380918896783754,0.654269002833649,0.6470605281852142,1
0.6931182417689383,0.6315579210775958,0.6553721433241672,2
0.560672878177695,0.5617716475530562,0.51560961385476,0
0.6310477933846463,0.6243433906055886,0.6045467730787492,1
0.6469174589020964,0.6061960836789347,0.5758738242637892,2
0.638220992169517,0.5919720643025961,0.5586446591450338,0
0.46027576241856694,0.4274498866370756,0.35751520336450526,1
0.45775970798109245,0.4234843281266629,0.34851299656432577,2
0.4604142439665898,0.4160457298268523,0.34187663164694165,0
0.46168824512785744,0.421376827898746,0.3425716750892398,1
0.45054177168814136,0.4276570403100608,0.34174519463530456,2
0.45277021373454995,0.4419317963800754,0.354561252010151,0
0.45063763860775763,0.4587494983894158,0.36365479330231487,1
0.4512874259033568,0.4761907792938014,0.3874980522697603,2
0.456010617981091,0.4871087536989399,0.40011584118188315,0
0.4603311550377761,0.4950779290108017,0.4107153190548618,1
0.46083181149033237,0.49563386859891145,0.40633563007733,2
0.4698861899197717,0.4878232339132278,0.4022589054793889,0
0.4775302201518117,0.4730390449673799,0.390327250365753,1
0.533041034321881,0.4624000935235615,0.3920515066691177,2
0.6293583533954187,0.44160203672507936,0.38777874558065706,0
0.5299582873337297,0.4083513532656905,0.33243556559279464,1
0.35608219915724115,0.3702451820713837,0.24680879212895424,2
0.24186703277442392,0.31274877614173224,0.19817549834450604,0
0.32656065505762066,0.37257252014570474,0.28578048032783787,1
0.11568304171131691,0.12630397832809134,0.08821760057745681,2
0.4989113407745094,0.49241237708946506,0.5077903279959782,0
0.36497466875283513,0.41546865187330406,0.32982913291875526,1
0.5624198394819141,0.5775789380027496,0.5633362282276356,2
0.3941659916490916,0.40491636599654957,0.41676802628175846,0
0.3901501081819482,0.36911005242441586,0.37046047186045294,1
0.6449787579425363,0.6641406310349731,0.680135449209736,2
0.44501540408020035,0.4606730896443165,0.39134086374806476,0
0.38089972688949447,0.4259384906228353,0.3585577776504546,1
0.33502490201834334,0.3565728780725347,0.3107754673608396,2
0.3843063031775542,0.387823865236509,0.3590501008489577,0
0.5891164181629538,0.5556161532290622,0.5487112638107157,1
0.4402219068805636,0.4110845502647421,0.41597273262199674,2
0.47647777783516343,0.4640805964613095,0.48349261637747853,0
0.3968801776453629,0.3917260144213859,0.4179843599078653,1
0.6055186996502379,0.5863090886996168,0.5997950502166682,2
0.6277796928285008,0.5857066481700102,0.5477845331393167,0
0.4628237705572107,0.41689760653110053,0.3425427141856022,1
0.46315825496824803,0.41990348440476266,0.3410590547551495,2
0.4237727591894168,0.41294049644192776,0.43203011841536954,0
0.4395870320876578,0.4346496208303535,0.39756733031511904,1
0.45197343010779856,0.46171944161891043,0.37224710175216447,2
0.4512469457868411,0.46627898646691024,0.37355922165132716,0
0.45144081995407326,0.4744679996251764,0.3821025179377129,1
0.4557911820161452,0.4877323383647645,0.3980396083354637,2
0.4601095903770481,0.49788087742209863,0.40628439202333033,0
0.4811583611005995,0.4927970976487571,0.4051549411081362,1
0.5017533532076747,0.4823166810603373,0.40162623562543764,2
0.5328386453715198,0.4803761814213977,0.4084564172244737,0
0.5214833852618782,0.4509452057904417,0.3797567333964119,1
0.4786380492715604,0.3871136150036206,0.31108734746590966,2
0.48431567641832685,0.4068674377035981,0.3289603240546316,0
0.45839245407821594,0.4875759156146757,0.41838980647712376,1
0.432019698880976,0.46944340496675074,0.43284546333495766,2
0.15493005594212514,0.19167232193443176,0.13562119931091532,0
0.542864505884576,0.5238768657839136,0.5450912238360327,1
0.16089955868763092,0.1556609667946229,0.17707233495327274,2
0.2805580037495755,0.288978658237666,0.30031856203384505,0
0.312103472249461,0.3336884594115741,0.29962351859154696,1
0.5871755826915025,0.5824619004190359,0.5742208572742507,2
0.24582752943846684,0.24520317512445003,0.27060527090513964,0
0.16631301236137128,0.1680121258389574,0.19438169902966557,1
0.5672815131076712,0.5702396894434218,0.5832965792787921,2
0.5498161400087186,0.48862014971318013,0.4983203010381936,0
0.23541392059094643,0.26608789748999606,0.2922965559312682,1
0.038910406940097286,0.042583280456642225,0.04230880289046601,2
0.20109887929168915,0.19900945838844955,0.20535766256826493,0
0.21082009203131222,0.2242909665359766,0.25253402585369417,1
0.09149399105240533,0.10520363655598172,0.1174719872740364,2
0.4251852418987073,0.41659532732825244,0.418650448528194,0
0.5160550132693357,0.5066744432152812,0.5323486816655483,1
0.59036698622229,0.5614503478608592,0.5690124558705798,2
0.6233483705333972,0.6052998181384996,0.5754126878594596,0
0.46168824512785744,0.42239358731588206,0.34170286622511603,1
0.4636056474973773,0.4299949504524909,0.3525986308060781,2
